Brand,Model,Type,What Makes It Good,My Experience,Main Features,My Rating,About Brand,Best For,Image URL,Affiliate Link,Features,Our Review,Pros,Cons,Demo
Boss,OD-200 Hybrid Overdrive,Overdrive,Combines analog and digital overdrive for unmatched tonal versatility in a single pedal.,"I used it for live gigs, and it handled everything from smooth blues to aggressive rock tones.","12 overdrive/distortion modes, EQ, MIDI compatibility, and memory slots.",9.5/10,"Boss consistently delivers groundbreaking technology in compact, durable formats.","All Genres, Versatile Use",https://www.thomann.de/prodbilder/468052.jpg,https://www.thomann.de/de/boss_od_200_hybrid_overdrive.htm,,,,,
Boss,HM-2W Heavy Metal Distortion,Distortion,"A Waza Craft reissue of the HM-2, bringing back the legendary ""chainsaw"" sound with modern enhancements.","I used it for death metal tracks, and the Custom mode added more depth and precision to the classic tone.","Standard and Custom modes, enhanced EQ, and Waza Craft build quality.",10/10,Boss’s HM-2W pays homage to a cult classic while offering updated features for modern players.,"Metal, Hardcore, Thrash Metal",https://www.thomann.de/prodbilder/522244.jpg,https://www.thomann.de/de/boss_hm_2w_heavy_metal_distortion.htm,,,,,
Boss,FZ-1W Fuzz,Fuzz,A Waza Craft fuzz that offers vintage-inspired tones with added dynamic control and range.,"I used it for psychedelic leads, and the vintage-inspired warmth was spot on.","Standard and Custom modes, Waza Craft circuitry, and compact design.",9/10,Boss’s Waza Craft fuzz blends vintage charm with modern versatility for fuzz enthusiasts.,"Psychedelic Rock, Garage Rock",https://www.thomann.de/prodbilder/530682.jpg,https://www.thomann.de/de/boss_fz_1w_fuzz.htm,,,,,
Boss,DS-1W Distortion,Distortion,"A Waza Craft upgrade of the iconic DS-1, offering enhanced response and tonal clarity.","I used it for hard rock solos, and the Custom mode added extra punch and smoothness.","Standard and Custom modes, Waza Craft circuitry, and classic controls.",9.5/10,Boss redefines the classic DS-1 with the Waza Craft series for players seeking modern performance.,"Classic Rock, Punk, Hard Rock",https://www.thomann.de/prodbilder/552256.jpg,https://www.thomann.de/de/boss_ds_1w_distortion.htm,,,,,
Boss,BD-2 Blues Driver 50th Anniversary,Overdrive,Celebrates 50 years of Boss with a limited-edition Blues Driver featuring special gold accents and premium sound.,"I played it at a jam session, and it delivered the same warm, dynamic tone with a sleek new look.","Gold finish, premium build, and classic Blues Driver tone.",9.5/10,"Boss celebrates its legacy with premium, limited-edition versions of its most beloved pedals.","Blues, Classic Rock, Rock",https://www.thomann.de/prodbilder/578141.jpg,https://www.thomann.de/de/boss_bd_2_blues_driver_50th_anni.htm,,,,,
Boss,FV-500-H,Volume Pedal,"A high-impedance volume pedal built like a tank, designed for durability and smooth operation.","I used it for volume swells, and the pedal’s smooth feel made it incredibly easy to control dynamics.","Heavy-duty metal chassis, expression pedal output, and adjustable torque.",9/10,"Boss’s FV series is built for players who need rugged, road-ready volume pedals.","All Genres, Pedalboard Utility",https://www.thomann.de/prodbilder/184382.jpg,https://www.thomann.de/de/boss_fv500h.htm,,,,,
Boss,FV-50H,Volume Pedal,"A compact, lightweight volume pedal that offers reliable performance for guitar and other high-impedance setups.","I used it on a smaller rig, and it kept my setup simple while performing flawlessly.","Compact design, passive operation, and smooth volume control.",8.5/10,"Boss provides solutions for players seeking compact, reliable gear for any setup.","All Genres, Compact Use",https://www.thomann.de/prodbilder/133225.jpg,https://www.thomann.de/de/boss_fv50h.htm,,,,,
Boss,FV-30H,Volume Pedal,"A smaller, high-impedance volume pedal perfect for compact pedalboards and travel rigs.","I used it for practice sessions, and the lightweight design was perfect for portability.","Compact design, rugged build, and smooth volume sweep.",8.5/10,Boss combines portability and performance in its FV-30 series for on-the-go players.,"All Genres, Compact Use",https://www.thomann.de/prodbilder/356528.jpg,https://www.thomann.de/de/boss_fv_30h.htm,,,,,
Boss,EV-1-WL Wireless Expression Pedal,Expression Pedal,"A Bluetooth-enabled expression pedal that lets you control effects wirelessly, offering unparalleled freedom.","I used it with a multi-effects processor, and the wireless control was seamless and responsive.","Bluetooth connectivity, USB-MIDI support, and traditional expression output.",9/10,Boss pushes the boundaries of traditional gear with cutting-edge wireless technology.,"Studio Use, All Genres",https://www.thomann.de/prodbilder/524485.jpg,https://www.thomann.de/de/boss_ev_1_wl_wireless_expr._pedal.htm,,,,,
Boss,AW-3 Dynamic Wah,Wah,"Adds auto-wah and dynamic envelope effects for guitar and bass, with a unique ""Humanizer"" mode for vocal-like tones.","I used the Humanizer mode for funk leads, and it gave my tone a cool, vocal-style quality.","Auto-wah, expression pedal input, and Humanizer mode.",9/10,Boss continues to innovate with versatile wah pedals for creative players.,"Funk, Blues, Experimental",https://www.thomann.de/prodbilder/150519.jpg,https://www.thomann.de/de/boss_aw3_dynamic_wah.htm,,,,,
Boss,PW-3 Wah Pedal,Wah,A modern wah pedal with dual voicings—Rich and Vintage—for versatile tone shaping.,"I used it for classic rock solos, and the Vintage mode nailed the warm, vocal wah tone.","Dual voicings, compact design, and rugged build.",9/10,Boss blends modern technology with classic tones in their wah pedal lineup.,"Blues, Rock, Funk",https://www.thomann.de/prodbilder/361822.jpg,https://www.thomann.de/de/boss_pw_3_wah_pedal.htm,,,,,
EarthQuaker Devices,Grand Orbiter V3,Phaser,"A versatile phaser with four-stage phasing and variable modulation for lush, swirling tones.","I used it for ambient chords, and the rich phasing added a dreamy texture to my sound.","Rate, Depth, Sweep controls, and compact design.",9/10,"EarthQuaker Devices delivers creative, high-quality pedals for tone explorers.","Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/426522.jpg,https://www.thomann.de/de/earthquaker_devices_grand_orbiter_v3.htm,,,,,
EarthQuaker Devices,Sea Machine V3,Chorus,A dynamic chorus pedal that combines traditional tones with unpredictable modulation for unique effects.,"I used it for clean tones, and the modulation added a shimmering, aquatic vibe to my playing.","Animation, Dimension, and Depth controls for advanced modulation.",9.5/10,EarthQuaker Devices excels at crafting pedals that inspire creative experimentation.,"Shoegaze, Indie, Alternative",https://www.thomann.de/prodbilder/417311.jpg,https://www.thomann.de/de/earthquaker_devices_sea_machine_v3.htm,,,,,
EarthQuaker Devices,Aurelius Tri-Voice Chorus,Chorus,"Offers three distinct chorus voicings, perfect for anything from subtle textures to lush, warbling tones.","I used it for rhythmic parts, and the versatility let me quickly find the perfect tone for each song.","Three chorus voicings, compact design, and intuitive controls.",9/10,"EarthQuaker Devices creates versatile, high-quality pedals for every type of musician.","Ambient, Pop, Alternative",https://www.thomann.de/prodbilder/564122.jpg,https://www.thomann.de/de/earthquaker_devices_aurelius_tri_voice_chorus.htm,,,,,
EarthQuaker Devices,Pyramids Solar Eclipse,Flanger,"A stereo flanger with eight modes, offering deep, experimental sound design possibilities.","I used it for leads, and the stereo output created massive, swirling textures in the mix.","Eight flanger modes, stereo I/O, and tap tempo.",10/10,EarthQuaker Devices consistently produces unique and cutting-edge pedals for tonal exploration.,"Experimental, Ambient, Soundscapes",https://www.thomann.de/prodbilder/588956.jpg,https://www.thomann.de/de/earthquaker_devices_pyramids_solar_eclipse.htm,,,,,
EarthQuaker Devices,Avalanche Run V2 League Edition,Reverb/Delay,"Combines ambient reverb and delay into one pedal, ideal for massive, cinematic soundscapes.","I used it for ambient loops, and the lush trails made everything feel immersive and ethereal.","Tap tempo, stereo I/O, and expression pedal compatibility.",10/10,EarthQuaker Devices’ premium designs offer sonic depth and unparalleled creativity.,"Post-Rock, Ambient, Cinematic",https://www.thomann.de/prodbilder/599361.jpg,https://www.thomann.de/de/earthquaker_devices_avalanche_run_v2_league_ed.htm,,,,,
EarthQuaker Devices,Time Shadows II DBA MultiDelay,Delay,A collaborative multi-delay pedal offering unique and experimental textures with layered repeats.,"I used it for a live ambient set, and the evolving repeats added depth and character to my tone.","Multiple delay modes, compact design, and intuitive controls.",9.5/10,EarthQuaker Devices is a leader in boutique pedals that inspire creativity and exploration.,"Ambient, Experimental, Lo-Fi",https://www.thomann.de/prodbilder/599524.jpg,https://www.thomann.de/de/earthquaker_devices_time_shadows_ii_dba_multidelay.htm,,,,,
EarthQuaker Devices,Avalanche Run V2,Reverb/Delay,"Combines high-quality delay and reverb with extensive tweakability, perfect for massive ambient textures.","I used it for atmospheric loops, and the trails created a dreamy, immersive vibe.","Tap tempo, stereo I/O, and expression pedal control.",10/10,EarthQuaker Devices delivers cutting-edge pedals that inspire creativity and experimentation.,"Ambient, Post-Rock, Cinematic",https://www.thomann.de/prodbilder/429865.jpg,https://www.thomann.de/de/earthquaker_devices_avalanche_run_v2.htm,,,,,
EarthQuaker Devices,Disaster Transport LTD Delay,Delay,"A limited-edition delay pedal offering warm, modulated repeats with added tweakability.","I used it for lo-fi leads, and the modulation gave the repeats a vintage, warbly character.","Modulated repeats, unique aesthetics, and intuitive controls.",9.5/10,EarthQuaker Devices excels at crafting boutique pedals with unique sonic personalities.,"Lo-Fi, Ambient, Experimental",https://www.thomann.de/prodbilder/568106.jpg,https://www.thomann.de/de/earthquaker_devices_disaster_transport_ltd_delay.htm,,,,,
EarthQuaker Devices,Time Shadows II Multi-Delay,Delay,"A collaborative delay pedal offering experimental textures and lush, evolving repeats.","I used it for ambient pieces, and the layered delays added depth and complexity to my tone.","Multiple delay modes, compact design, and creative controls.",9.5/10,EarthQuaker Devices consistently pushes boundaries in the delay pedal market.,"Ambient, Experimental, Cinematic",https://www.thomann.de/prodbilder/593361.jpg,https://www.thomann.de/de/earthquaker_devices_time_shadows_ii_multi_delay.htm,,,,,
EarthQuaker Devices,Silos Time Reflection,Delay/Reverb,"Combines delay and reverb to create hypnotic, reflective soundscapes for ambient and cinematic music.","I paired it with a looper, and the reflective textures transformed my guitar lines.","Time, Reflection, and Mix controls; stereo I/O.",10/10,EarthQuaker Devices blends reverb and delay into innovative tools for modern players.,"Cinematic, Soundscapes, Ambient",https://www.thomann.de/prodbilder/598279.jpg,https://www.thomann.de/de/earthquaker_devices_silos_time_reflection.htm,,,,,
EarthQuaker Devices,Silos Hypnotic,Delay/Reverb,"Offers mesmerizing, hypnotic tones with advanced modulation for creating immersive soundscapes.","I used it for a solo ambient track, and the modulation added movement and depth to every note.","Modulation controls, stereo output, and compact design.",9.5/10,EarthQuaker Devices specializes in crafting pedals that inspire unique musical explorations.,"Ambient, Experimental, Shoegaze",https://www.thomann.de/prodbilder/600879.jpg,https://www.thomann.de/de/earthquaker_devices_silos_hypnotic.htm,,,,,
EarthQuaker Devices,Flexi Loops,Looper,"A simple, flexible looper pedal designed for layering parts effortlessly.","I used it for live looping, and the straightforward controls made it easy to stay creative on stage.","Intuitive controls, rugged build, and compact size.",9/10,EarthQuaker Devices keeps functionality at the forefront of their pedal designs.,"Experimental, Soundscapes",https://www.thomann.de/prodbilder/602822.jpg,https://www.thomann.de/de/earthquaker_devices_flexi_loops.htm,,,,,
EarthQuaker Devices,Ledges Glaciers Reverberation,Reverb,"Creates shimmering, icy reverb textures that are perfect for adding depth to clean or ambient tones.","I paired it with a delay, and the glacial tones added a unique, haunting quality to my sound.","Shimmering reverb, extensive controls, and stereo output.",9.5/10,EarthQuaker Devices is known for their innovative approach to reverb effects.,"Ambient, Post-Rock, Worship",https://www.thomann.de/prodbilder/599525.jpg,https://www.thomann.de/de/earthquaker_devices_ledges_glaciers_reverberation.htm,,,,,
EarthQuaker Devices,Ghost Echo V3 Reverb,Reverb,"A haunting reverb pedal that combines slapback delay with long, eerie trails for a unique vintage vibe.","I used it for a surf rock set, and the eerie ambiance was perfect for the genre.","Attack, Dwell, and Depth controls; compact design.",9/10,EarthQuaker Devices excels at blending vintage charm with modern functionality.,"Shoegaze, Ambient, Lo-Fi",https://www.thomann.de/prodbilder/417486.jpg,https://www.thomann.de/de/earthquaker_devices_ghost_echo_v3_reverb.htm,,,,,
EarthQuaker Devices,Dispatch Master V3,Reverb/Delay,"Combines delay and reverb in one compact pedal, offering lush ambient effects with simple controls.","I used it for clean chord progressions, and it added depth without overwhelming my tone.","Reverb/Delay blend, compact size, and easy-to-use layout.",9.5/10,EarthQuaker Devices creates versatile pedals perfect for both beginners and pros.,"Post-Rock, Ambient, Worship",https://www.thomann.de/prodbilder/456535.jpg,https://www.thomann.de/de/earthquaker_devices_dispatch_master_v3.htm,,,,,
EarthQuaker Devices,Afterneath V3,Reverb,"A unique reverb that creates cascading, otherworldly reflections with extensive modulation capabilities.","I used it for ambient swells, and it transformed my tone into an evolving, cosmic soundscape.","Drag, Reflect, and Mode controls; compact design.",10/10,EarthQuaker Devices continues to redefine reverb with innovative features and sounds.,"Cinematic, Ambient, Shoegaze",https://www.thomann.de/prodbilder/485293.jpg,https://www.thomann.de/de/earthquaker_devices_afterneath_v3.htm,,,,,
EarthQuaker Devices,Astral Destiny,Octave Reverb,"A celestial reverb pedal with octave effects, creating shimmering, atmospheric tones.","I used it for ethereal leads, and the octave shimmer added a hauntingly beautiful quality to my sound.","Eight modes, preset capabilities, and compact design.",9.5/10,EarthQuaker Devices builds pedals that push the boundaries of traditional effects.,"Experimental, Ambient, Shoegaze",https://www.thomann.de/prodbilder/512105.jpg,https://www.thomann.de/de/earthquaker_devices_astral_destiny.htm,,,,,
EarthQuaker Devices,Ghost Echo V3 Reverb LTD,Reverb,A limited-edition version of the Ghost Echo with exclusive aesthetics and the same haunting sound.,"I used it for cinematic tracks, and the vintage-inspired trails added instant mood to my playing.",Same features as Ghost Echo V3 with exclusive finishes.,9.5/10,EarthQuaker Devices creates pedals that stand out visually and sonically.,"Lo-Fi, Shoegaze, Ambient",https://www.thomann.de/prodbilder/550107.jpg,https://www.thomann.de/de/earthquaker_devices_ghost_echo_v3_reverb_ltd.htm,,,,,
EarthQuaker Devices,Astral Destiny Octave Reverb,Octave Reverb,"Combines lush reverb with octave effects for deep, celestial tones that are perfect for ambient music.","I paired it with a looper, and the octave reverb created a massive, layered soundscape.","Preset storage, eight modes, and tone controls.",10/10,EarthQuaker Devices specializes in creating effects that inspire creative exploration.,"Shoegaze, Post-Rock, Ambient",https://www.thomann.de/prodbilder/556770.jpg,https://www.thomann.de/de/earthquaker_devices_astral_destiny_octave_reverb.htm,,,,,
EarthQuaker Devices,Ledges Reverberation Machine,Reverb,"Offers rich, cavernous reverb tones that can add subtle ambiance or deep, immersive trails.","I used it for ambient chords, and the controls made it easy to shape the perfect reverb.","Multi-mode reverb, simple controls, and compact design.",9.5/10,EarthQuaker Devices excels at creating versatile reverb pedals for all types of players.,"Cinematic, Ambient, Worship",https://www.thomann.de/prodbilder/572631.jpg,https://www.thomann.de/de/earthquaker_devices_ledges_reverberation_machine.htm,,,,,
EarthQuaker Devices,Afterneath V3 BM Custom,Reverb,"A custom version of the Afterneath, featuring the same cascading reflections with a unique finish.","I used it for a solo set, and the shimmering reflections added a hauntingly ethereal vibe.","Drag, Reflect, and Mode controls; custom finish.",10/10,EarthQuaker Devices brings individuality to their pedals with custom designs and features.,"Ambient, Experimental, Shoegaze",https://www.thomann.de/prodbilder/579746.jpg,https://www.thomann.de/de/earthquaker_devices_afterneath_v3_bm_custom.htm,,,,,
EarthQuaker Devices,Buffer/Preamp,Buffer/Preamp,A high-quality buffer that prevents tone loss and adds a slight preamp boost for enhanced clarity.,"I used it on a long signal chain, and it restored my high-end sparkle beautifully.","Transparent boost, compact design, and true bypass.",9/10,EarthQuaker Devices provides simple solutions for maintaining tonal integrity.,"All Genres, Utility",https://www.thomann.de/prodbilder/602830.jpg,https://www.thomann.de/de/earthquaker_devices_buffer_preamp.htm,,,,,
EarthQuaker Devices,Organizer V2 Organ Emulator,Synth,Emulates organ-like tones with harmonic layering and extensive modulation options.,"I used it for psychedelic riffs, and the harmonic layering added a cool, vintage vibe.","Octave, Choir, and Direct Blend controls; compact design.",9.5/10,EarthQuaker Devices blends traditional tones with experimental features for unique sounds.,"Experimental, Ambient, Shoegaze",https://www.thomann.de/prodbilder/408008.jpg,https://www.thomann.de/de/earthquaker_devices_organizer_v2_organ_emulator.htm,,,,,
EarthQuaker Devices,Buffer/Splitter,Signal Utility,Splits your signal into two paths with a high-quality buffer to maintain tone clarity.,"I used it to run two amps, and it kept my tone consistent and noise-free throughout.",Buffered signal splitter with simple controls.,9/10,"EarthQuaker Devices makes practical, high-quality utility pedals for complex rigs.","All Genres, Utility",https://www.thomann.de/prodbilder/602829.jpg,https://www.thomann.de/de/earthquaker_devices_buffer_splitter.htm,,,,,
EarthQuaker Devices,Bit Commander V2,Synth/Fuzz,"A monophonic synth pedal that creates massive, fuzzy synth tones perfect for experimental music.","I used it for gritty, bass-heavy riffs, and it gave my tone a fat, analog synth vibe.","Octave and Fuzz controls, monophonic tracking, and compact design.",9/10,EarthQuaker Devices specializes in creative tools for players seeking unique tones.,"Experimental, Ambient, Lo-Fi",https://www.thomann.de/prodbilder/406293.jpg,https://www.thomann.de/de/earthquaker_devices_bit_commander_v2.htm,,,,,
EarthQuaker Devices,Tone Job V2 EQ & Booster,EQ/Boost,"Combines a powerful EQ with a clean boost, letting you shape and enhance your tone easily.","I used it to add sparkle to my clean tone, and the boost pushed my solos forward in the mix.","4-band EQ, boost functionality, and compact design.",9.5/10,EarthQuaker Devices offers versatile tone-shaping tools for players who demand more from their pedals.,"Blues, Rock, Pedalboard Utility",https://www.thomann.de/prodbilder/417391.jpg,https://www.thomann.de/de/earthquaker_devices_tone_job_v2_eq_booster.htm,,,,,
EarthQuaker Devices,Data Corrupter,Synth,"A wild, monophonic synth pedal that creates glitchy, chaotic tones perfect for experimental music.","I used it for noise rock, and the unpredictable sounds kept my playing fresh and exciting.","Modulation, Subharmonic, and Oscillator controls.",10/10,EarthQuaker Devices thrives in creating experimental effects for adventurous players.,"Experimental, Electronic, Noise",https://www.thomann.de/prodbilder/421287.jpg,https://www.thomann.de/de/earthquaker_devices_data_corrupter.htm,,,,,
EarthQuaker Devices,Arpanoid V2,Pitch Arpeggiator,"Creates arpeggiated sequences from single notes, adding a synth-like quality to your playing.","I used it for rhythmic loops, and the arpeggios added a hypnotic, layered texture.","Eight modes, Rate, Step, and Mix controls.",9.5/10,EarthQuaker Devices builds effects that redefine the limits of traditional guitar tones.,"Ambient, Experimental, Prog Rock",https://www.thomann.de/prodbilder/426520.jpg,https://www.thomann.de/de/earthquaker_devices_arpanoid_v2.htm,,,,,
EarthQuaker Devices,Warden V2 Optical Compressor,Compressor,A studio-grade optical compressor that adds sustain and smoothness without killing dynamics.,"I used it on clean chords, and it made every note feel polished and balanced.","Sustain, Ratio, and Level controls; optical circuitry.",9.5/10,EarthQuaker Devices blends studio-grade performance with pedalboard-friendly designs.,"Pop, Studio Use, Indie",https://www.thomann.de/prodbilder/426527.jpg,https://www.thomann.de/de/earthquaker_devices_warden_v2_optical_compressor.htm,,,,,
EarthQuaker Devices,The Depths V2,Modulation,"A lush univibe-inspired pedal with deep, swirling modulation tones and adjustable voice controls.","I used it for blues solos, and the warm, throbbing vibe added a classic feel to my tone.","Intensity, Voice, Rate, and Throb controls; compact design.",9.5/10,EarthQuaker Devices consistently reimagines vintage effects with modern controls.,"Blues, Psychedelic Rock, Indie",https://www.thomann.de/prodbilder/429892.jpg,https://www.thomann.de/de/earthquaker_devices_the_depths_v2.htm,,,,,
EarthQuaker Devices,Rainbow Machine V2,Pitch Modulation,"Offers pitch shifting and modulation for surreal, experimental tones you’ve never heard before.","I used it for psychedelic jams, and the pitch-bending madness was pure creative chaos.","Pitch, Magic, and Tracking controls; unique visual design.",10/10,EarthQuaker Devices thrives in creating pedals that redefine traditional tonal boundaries.,"Experimental, Shoegaze, Noise",https://www.thomann.de/prodbilder/429902.jpg,https://www.thomann.de/de/earthquaker_devices_rainbow_machine_v2.htm,,,,,
EarthQuaker Devices,Tentacle V2 Analog Octave Up,Octave,"A simple, analog octave-up pedal that delivers vintage-inspired tones without fuss.","I paired it with fuzz, and the octave added grit and clarity to my lead lines.","One-knob simplicity, compact design, and analog circuitry.",9/10,EarthQuaker Devices excels in crafting straightforward yet powerful pedals.,"Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/433969.jpg,https://www.thomann.de/de/earthquaker_devices_tentacle_v2_analog_octave_up.htm,,,,,
EarthQuaker Devices,Night Wire V2 Harmonic Tremolo,Tremolo,"Combines harmonic tremolo and envelope control for rich, dynamic modulation.","I used it for rhythmic leads, and the envelope mode added a responsive, unique quality to my sound.","Harmonic tremolo, envelope controls, and stereo output.",9.5/10,EarthQuaker Devices creates modulation pedals that inspire creativity and movement.,"Indie, Alternative, Surf Rock",https://www.thomann.de/prodbilder/433979.jpg,https://www.thomann.de/de/earthquaker_devices_night_wire_v2_harmonic_tremolo.htm,,,,,
EarthQuaker Devices,Hummingbird V4 Rep Percussions,Tremolo,"A vintage-inspired tremolo that emulates old-school ""repeat percussion"" effects with adjustable depth and speed.","I used it for surf rock, and it nailed the retro pulsating vibe perfectly.","Depth, Speed, and Rate controls; compact design.",9/10,EarthQuaker Devices brings vintage tones to modern players with intuitive controls.,"Vintage Rock, Country, Blues",https://www.thomann.de/prodbilder/433983.jpg,https://www.thomann.de/de/earthquaker_devices_hummingbird_v4_rep_percussions.htm,,,,,
EarthQuaker Devices,Arrows V2 Pre-Amp Booster,Booster,"Adds a transparent boost to your tone, enhancing clarity and driving your amp harder without coloring your sound.","I used it to push my overdrive pedal, and it added just the right amount of punch to my leads.","Single-knob design, compact size, and transparent boost.",9/10,EarthQuaker Devices delivers compact solutions for tone enhancement.,"Blues, Rock, Pedalboard Utility",https://www.thomann.de/prodbilder/433992.jpg,https://www.thomann.de/de/earthquaker_devices_arrows_v2_pre_amp_booster.htm,,,,,
EarthQuaker Devices,Aqueduct - Vibrato,Vibrato,Offers pitch-shifting vibrato with eight modes for everything from subtle warbles to dramatic detuning.,"I used it on clean chords, and the dreamy, pitch-wavering tones added a unique texture.","Eight vibrato modes, Depth and Rate controls, and compact design.",9.5/10,EarthQuaker Devices continues to push the boundaries of traditional modulation pedals.,"Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/447409.jpg,https://www.thomann.de/de/earthquaker_devices_aqueduct_vibrato.htm,,,,,
EarthQuaker Devices,Swiss Things,Signal Utility,"A versatile utility pedal that combines a switcher, ABY box, buffer, and boost in one unit.","I used it to organize my pedalboard, and it streamlined my signal path effortlessly.","ABY box, boost, and buffer with intuitive switching.",9.5/10,EarthQuaker Devices makes practical tools for players with complex rigs.,"All Genres, Utility",https://www.thomann.de/prodbilder/456541.jpg,https://www.thomann.de/de/earthquaker_devices_swiss_things_pedalboard.htm,,,,,
EarthQuaker Devices,Spatial Delivery V3,Envelope Filter,"A dynamic envelope filter with added versatility for funky, auto-wah-like effects.","I used it for funk rhythms, and the auto-wah gave my tone a sharp, rhythmic pulse.","Range, Resonance, and Filter controls; compact design.",9/10,EarthQuaker Devices offers creative filter pedals for tone-shaping versatility.,"Funk, Psychedelic, Experimental",https://www.thomann.de/prodbilder/589657.jpg,https://www.thomann.de/de/earthquaker_devices_spatial_delivery_v3.htm,,,,,
EarthQuaker Devices,Passive ABY Box,Signal Utility,"Splits or switches between two signals without requiring power—simple, practical, and noise-free.","I used it to switch between two amps, and it worked perfectly without any tone loss.","Passive operation, rugged build, and compact size.",9/10,EarthQuaker Devices delivers reliable utility pedals for every kind of player.,"All Genres, Utility",https://www.thomann.de/prodbilder/602834.jpg,https://www.thomann.de/de/earthquaker_devices_passive_aby_box.htm,,,,,
EarthQuaker Devices,A/B Box,Signal Utility,A straightforward A/B switcher that lets you toggle between two signal paths effortlessly.,"I used it during a live set to switch between clean and dirty amps, and it made transitions seamless.","Passive design, compact size, and durable build.",8.5/10,"EarthQuaker Devices focuses on creating simple, effective tools for musicians.","All Genres, Utility",https://www.thomann.de/prodbilder/602848.jpg,https://www.thomann.de/de/earthquaker_devices_a_b_box.htm,,,,,
EarthQuaker Devices,Acapulco Gold V2,Distortion,"Inspired by vintage Sunn amps, it delivers massive, raw distortion with just a single volume knob.","I used it for doom metal, and the huge, saturated tone filled the room effortlessly.","Single-knob control, massive gain, and compact design.",9.5/10,EarthQuaker Devices captures the essence of vintage gear in modern formats.,"Stoner Rock, Doom Metal",https://www.thomann.de/prodbilder/406047.jpg,https://www.thomann.de/de/earthquaker_devices_acapulco_gold_v2.htm,,,,,
EarthQuaker Devices,Hoof V2,Fuzz,"A smooth, Germanium/Silicon hybrid fuzz that’s versatile enough for both heavy riffs and creamy leads.","I used it for stoner rock riffs, and the thick, harmonically rich tone was perfect for the style.","Level, Fuzz, and Tone controls; compact design.",9.5/10,EarthQuaker Devices excels in crafting fuzz pedals with distinctive character.,"Stoner Rock, Alternative, Garage Rock",https://www.thomann.de/prodbilder/406288.jpg,https://www.thomann.de/de/earthquaker_devices_hoof_v2.htm,,,,,
EarthQuaker Devices,Palisades V2 Overdrive,Overdrive,"A versatile overdrive inspired by the classic TS808, offering multiple clipping options and tone-shaping controls.","I used it for blues solos, and the customizable clipping modes gave me endless tonal options.","Six clipping options, two gain channels, and boost functionality.",10/10,EarthQuaker Devices creates high-performance overdrive pedals for discerning players.,"Blues, Classic Rock, Jazz",https://www.thomann.de/prodbilder/426533.jpg,https://www.thomann.de/de/earthquaker_devices_palisades_v2_overdrive.htm,,,,,
EarthQuaker Devices,Westwood Overdrive,Overdrive,A transparent overdrive pedal that delivers natural breakup and subtle tone shaping.,"I used it to add light grit to my clean tones, and it kept my original sound intact.","Drive, Tone, and Level controls; compact design.",9/10,EarthQuaker Devices offers overdrives that balance transparency with character.,"Indie, Alternative, Pop",https://www.thomann.de/prodbilder/429847.jpg,https://www.thomann.de/de/earthquaker_devices_westwood_overdrive.htm,,,,,
EarthQuaker Devices,Hoof Reaper V2,Fuzz,Combines the Hoof and Tone Reaper fuzz circuits with an analog octave-up for a versatile fuzz powerhouse.,"I used it for lead lines, and the octave-up added a gnarly, vintage vibe to my tone.","Two fuzz circuits, octave-up, and three footswitches.",10/10,EarthQuaker Devices packs maximum fuzz flexibility into one pedal.,"Stoner Rock, Psychedelic, Garage Rock",https://www.thomann.de/prodbilder/429911.jpg,https://www.thomann.de/de/earthquaker_devices_hoof_reaper_v2.htm,,,,,
EarthQuaker Devices,Devices Plumes Signal Shredder,Overdrive,"A modern overdrive with three clipping modes, offering everything from light grit to heavy drive.","I used it for indie rock, and the balanced tone sat perfectly in the mix.","Three clipping modes, Tone and Level controls; compact design.",9.5/10,EarthQuaker Devices specializes in versatile overdrives with boutique-quality sound.,"Blues, Rock, Jazz",https://www.thomann.de/prodbilder/469712.jpg,https://www.thomann.de/de/earthquaker_devices_devices_plumes_signal_shredder.htm,,,,,
EarthQuaker Devices,Park Fuzz Sound,Fuzz,Recreates the vintage Park Fuzz tone with modern reliability and additional tone-shaping controls.,"I used it for garage rock riffs, and the classic fuzz tone was rich and aggressive.","Level, Fuzz, and Tone controls; vintage-inspired design.",9.5/10,EarthQuaker Devices revives vintage designs with modern functionality.,"Psychedelic Rock, Garage Rock",https://www.thomann.de/prodbilder/495800.jpg,https://www.thomann.de/de/earthquaker_devices_park_fuzz_sound.htm,,,,,
EarthQuaker Devices,Hizumitas,Fuzz,"A heavy, sustaining fuzz designed in collaboration with Wata of Boris, perfect for massive, wall-of-sound tones.","I used it for sludgy riffs, and the sustain was almost endless—perfect for heavy music.","Level, Fuzz, and Tone controls; inspired by Wata’s sound.",10/10,EarthQuaker Devices collaborates with artists to create pedals tailored to their signature sounds.,"Doom Metal, Stoner Rock",https://www.thomann.de/prodbilder/531119.jpg,https://www.thomann.de/de/earthquaker_devices_hizumitas.htm,,,,,
